n = 20;
D = [
  [0.0, 68.0, 271.0, 142.0, 213.0, 315.0, 167.0, 185.0, 292.0, 327.0, 91.0, 320.0, 210.0, 327.0, 99.0, 48.0, 345.0, 293.0, 228.0, 40.0],
  [68.0, 0.0, 247.0, 130.0, 174.0, 281.0, 126.0, 165.0, 259.0, 289.0, 23.0, 294.0, 170.0, 293.0, 68.0, 64.0, 313.0, 260.0, 183.0, 29.0],
  [271.0, 247.0, 0.0, 130.0, 84.0, 57.0, 126.0, 87.0, 40.0, 81.0, 235.0, 48.0, 91.0, 65.0, 313.0, 302.0, 78.0, 40.0, 96.0, 258.0],
  [142.0, 130.0, 130.0, 0.0, 91.0, 178.0, 67.0, 43.0, 155.0, 194.0, 127.0, 178.0, 92.0, 189.0, 199.0, 177.0, 206.0, 156.0, 114.0, 134.0],
  [213.0, 174.0, 84.0, 91.0, 0.0, 107.0, 48.0, 61.0, 86.0, 115.0, 159.0, 125.0, 7.0, 119.0, 237.0, 235.0, 139.0, 87.0, 25.0, 191.0],
  [315.0, 281.0, 57.0, 178.0, 107.0, 0.0, 155.0, 135.0, 23.0, 27.0, 266.0, 39.0, 112.0, 12.0, 344.0, 341.0, 33.0, 22.0, 105.0, 297.0],
  [167.0, 126.0, 126.0, 67.0, 48.0, 155.0, 0.0, 64.0, 133.0, 163.0, 112.0, 170.0, 44.0, 167.0, 189.0, 187.0, 187.0, 134.0, 61.0, 144.0],
  [185.0, 165.0, 87.0, 43.0, 61.0, 135.0, 64.0, 0.0, 112.0, 152.0, 157.0, 135.0, 65.0, 146.0, 233.0, 217.0, 163.0, 113.0, 86.0, 174.0],
  [292.0, 259.0, 40.0, 155.0, 86.0, 23.0, 133.0, 112.0, 0.0, 43.0, 245.0, 45.0, 91.0, 35.0, 322.0, 318.0, 54.0, 1.0, 86.0, 274.0],
  [327.0, 289.0, 81.0, 194.0, 115.0, 27.0, 163.0, 152.0, 43.0, 0.0, 272.0, 63.0, 119.0, 27.0, 349.0, 350.0, 41.0, 42.0, 107.0, 307.0],
  [91.0, 23.0, 235.0, 127.0, 159.0, 266.0, 112.0, 157.0, 245.0, 272.0, 0.0, 281.0, 154.0, 278.0, 78.0, 86.0, 298.0, 246.0, 166.0, 52.0],
  [320.0, 294.0, 48.0, 178.0, 125.0, 39.0, 170.0, 135.0, 45.0, 63.0, 281.0, 0.0, 131.0, 37.0, 359.0, 350.0, 37.0, 45.0, 129.0, 306.0],
  [210.0, 170.0, 91.0, 92.0, 7.0, 112.0, 44.0, 65.0, 91.0, 119.0, 154.0, 131.0, 0.0, 124.0, 231.0, 231.0, 145.0, 92.0, 22.0, 188.0],
  [327.0, 293.0, 65.0, 189.0, 119.0, 12.0, 167.0, 146.0, 35.0, 27.0, 278.0, 37.0, 124.0, 0.0, 356.0, 353.0, 21.0, 34.0, 116.0, 309.0],
  [99.0, 68.0, 313.0, 199.0, 237.0, 344.0, 189.0, 233.0, 322.0, 349.0, 78.0, 359.0, 231.0, 356.0, 0.0, 56.0, 376.0, 323.0, 242.0, 72.0],
  [48.0, 64.0, 302.0, 177.0, 235.0, 341.0, 187.0, 217.0, 318.0, 350.0, 86.0, 350.0, 231.0, 353.0, 56.0, 0.0, 372.0, 319.0, 246.0, 44.0],
  [345.0, 313.0, 78.0, 206.0, 139.0, 33.0, 187.0, 163.0, 54.0, 41.0, 298.0, 37.0, 145.0, 21.0, 376.0, 372.0, 0.0, 53.0, 137.0, 328.0],
  [293.0, 260.0, 40.0, 156.0, 87.0, 22.0, 134.0, 113.0, 1.0, 42.0, 246.0, 45.0, 92.0, 34.0, 323.0, 319.0, 53.0, 0.0, 87.0, 275.0],
  [228.0, 183.0, 96.0, 114.0, 25.0, 105.0, 61.0, 86.0, 86.0, 107.0, 166.0, 129.0, 22.0, 116.0, 242.0, 246.0, 137.0, 87.0, 0.0, 203.0],
  [40.0, 29.0, 258.0, 134.0, 191.0, 297.0, 144.0, 174.0, 274.0, 307.0, 52.0, 306.0, 188.0, 309.0, 72.0, 44.0, 328.0, 275.0, 203.0, 0.0],
];
